NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                                         MESSAGE
default       7m35s       Normal    Starting                         node/worker-1                                  Starting kubelet.
default       7m34s       Normal    NodeHasNoDiskPressure            node/worker-1                                  Node worker-1 status is now: NodeHasNoDiskPressure
default       7m34s       Normal    NodeHasSufficientPID             node/worker-1                                  Node worker-1 status is now: NodeHasSufficientPID
default       7m34s       Normal    NodeReady                        node/worker-1                                  Node worker-1 status is now: NodeReady
default       7m34s       Normal    NodeHasSufficientMemory          node/worker-1                                  Node worker-1 status is now: NodeHasSufficientMemory
default       7m34s       Normal    Synced                           node/worker-1                                  Node synced successfully
default       7m33s       Normal    RegisteredNode                   node/worker-1                                  Node worker-1 event: Registered Node worker-1 in Controller
kube-system   7m32s       Warning   FailedCreatePodSandBox           pod/helm-install-traefik-nvrfm                 Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_helm-install-traefik-nvrfm_kube-system_ddbbc1c1-d62e-41d2-8d8d-9f81d7e6ab88_0(17228e78fcb2f242e145a90c8edd82e308105b6baa1cf707be3285f77d9372a4): error checking pod kube-system_helm-install-traefik-nvrfm for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00019fb28 sp=0xc00019fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00019fb78 sp=0xc00019fb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00019fcd0 sp=0xc00019fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00019fd60 sp=0xc00019fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00019fe58 sp=0xc00019fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00019ff08 sp=0xc00019fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00019ff80 sp=0xc00019ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00019ffe0 sp=0xc00019ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
kube-system   7m31s       Warning   FailedCreatePodSandBox           pod/coredns-7896679cc-54vq4                    Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_coredns-7896679cc-54vq4_kube-system_0a2abaf9-a729-40da-a042-15fd22bc779f_0(cc9f37566b4853ebe2a70039126c441332d98d5a75b02b6a8f33f1846167d79d): error checking pod kube-system_coredns-7896679cc-54vq4 for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00019fb28 sp=0xc00019fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00019fb78 sp=0xc00019fb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00019fcd0 sp=0xc00019fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00019fd60 sp=0xc00019fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00019fe58 sp=0xc00019fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00019ff08 sp=0xc00019fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00019ff80 sp=0xc00019ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00019ffe0 sp=0xc00019ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
kube-system   7m23s       Warning   FailedCreatePodSandBox           pod/local-path-provisioner-578895bd58-wrs4v    Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_local-path-provisioner-578895bd58-wrs4v_kube-system_45ae78e9-ec45-4ef4-a3bc-5b06a80cc968_0(bd59f2573473b295eb8305ac6cc3bf9d0c2aca737c05b5cea3e3591e6aa650aa): error checking pod kube-system_local-path-provisioner-578895bd58-wrs4v for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00019fb28 sp=0xc00019fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00019fb78 sp=0xc00019fb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00019fcd0 sp=0xc00019fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00019fd60 sp=0xc00019fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00019fe58 sp=0xc00019fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00019ff08 sp=0xc00019fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00019ff80 sp=0xc00019ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00019ffe0 sp=0xc00019ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000032fb0 sp=0xc000032f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000032fe0 sp=0xc000032fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000032fe8 sp=0xc000032fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000033790 sp=0xc000033770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000337c8 sp=0xc000033790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000337e0 sp=0xc0000337c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000337e8 sp=0xc0000337e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000033f20 sp=0xc000033f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000033fc8 sp=0xc000033f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000033fe0 sp=0xc000033fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000033fe8 sp=0xc000033fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x27?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000032630 sp=0xc000032610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000327e0 sp=0xc000032630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000327e8 sp=0xc0000327e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
kube-system   7m23s       Warning   FailedCreatePodSandBox           pod/metrics-server-7b9c9c4b9c-7lsv8            Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_metrics-server-7b9c9c4b9c-7lsv8_kube-system_c2cd96cd-9e23-45ae-abd2-86e02d80ad41_0(7d2bbb9463d6118419181ca0b5cc2401667e4fb24048d4a06d816829445fd775): error checking pod kube-system_metrics-server-7b9c9c4b9c-7lsv8 for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00019fb28 sp=0xc00019fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00019fb78 sp=0xc00019fb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00019fcd0 sp=0xc00019fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00019fd60 sp=0xc00019fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00019fe58 sp=0xc00019fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00019ff08 sp=0xc00019fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00019ff80 sp=0xc00019ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00019ffe0 sp=0xc00019ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
kube-system   7m21s       Warning   FailedCreatePodSandBox           pod/helm-install-traefik-crd-kjf2w             Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_helm-install-traefik-crd-kjf2w_kube-system_6f30979a-475e-4805-80e9-65a15bd38f98_0(6bd8c4f97f647758a399c955208506e2bcb23f9035f6677de92f3c69db38cca5): error checking pod kube-system_helm-install-traefik-crd-kjf2w for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00011fb28 sp=0xc00011fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00011fb78 sp=0xc00011fb28 pc=0x447eb6\nmain.cmdCheck(0xc000098770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00011fcd0 sp=0xc00011fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc00009feb8, 0xc000098770, {0x59a340, 0xc000076d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00011fd60 sp=0xc00011fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc00009feb8, 0x64a420?, 0xc00009fea0?, 0x44cd69?, {0x59a340, 0xc000076d80}, {0xc00001e090, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00011fe58 sp=0xc00011fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc00009ff50?, {0x59a340?, 0xc000076d80?}, {0xc00001e090?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00011ff08 sp=0xc00011fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00011ff80 sp=0xc00011ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00011ffe0 sp=0xc00011ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00011ffe8 sp=0xc00011ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 5 [finalizer wait]:\nruntime.gopark(0xc000003860?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
