NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                                         MESSAGE
kube-system   4m55s       Normal    Started                          pod/helm-install-traefik-44ftg                 Started container helm
kube-system   4m55s       Normal    Pulled                           pod/helm-install-traefik-44ftg                 Container image "rancher/klipper-helm:v0.9.8-build20250709" already present on machine
kube-system   4m54s       Normal    AppliedDaemonSet                 service/traefik                                Applied LoadBalancer DaemonSet kube-system/svclb-traefik-d1c951db
kube-system   4m54s       Normal    SuccessfulCreate                 daemonset/svclb-traefik-d1c951db               Created pod: svclb-traefik-d1c951db-gztr4
kube-system   4m54s       Normal    EnsuringLoadBalancer             service/traefik                                Ensuring load balancer
kube-system   4m54s       Normal    ScalingReplicaSet                deployment/traefik                             Scaled up replica set traefik-6f986b958c from 0 to 1
kube-system   4m54s       Normal    SuccessfulCreate                 daemonset/svclb-traefik-d1c951db               Created pod: svclb-traefik-d1c951db-k7cq4
kube-system   4m54s       Normal    Pulling                          pod/svclb-traefik-d1c951db-k7cq4               Pulling image "rancher/klipper-lb:v0.4.13"
kube-system   4m54s       Normal    SuccessfulCreate                 replicaset/traefik-6f986b958c                  Created pod: traefik-6f986b958c-l9666
kube-system   4m54s       Normal    SuccessfulCreate                 daemonset/svclb-traefik-d1c951db               Created pod: svclb-traefik-d1c951db-f9plx
kube-system   4m52s       Warning   FailedCreatePodSandBox           pod/svclb-traefik-d1c951db-gztr4               Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_svclb-traefik-d1c951db-gztr4_kube-system_0926963e-1db3-4003-8850-5c20a9e4338f_0(fc658f4d2e7ad6d9306967776081f95c302aec05a5cdda0dc0e2c22562f0a877): error checking pod kube-system_svclb-traefik-d1c951db-gztr4 for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00019fb28 sp=0xc00019fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00019fb78 sp=0xc00019fb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00019fcd0 sp=0xc00019fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00019fd60 sp=0xc00019fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00019fe58 sp=0xc00019fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00019ff08 sp=0xc00019fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00019ff80 sp=0xc00019ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00019ffe0 sp=0xc00019ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
kube-system   4m51s       Normal    Completed                        job/helm-install-traefik                       Job completed
kube-system   4m51s       Normal    ApplyJob                         helmchart/traefik                              Applying HelmChart using Job kube-system/helm-install-traefik
kube-system   4m51s       Normal    Started                          pod/svclb-traefik-d1c951db-k7cq4               Started container lb-tcp-443
kube-system   4m51s       Normal    Created                          pod/svclb-traefik-d1c951db-k7cq4               Created container: lb-tcp-443
kube-system   4m51s       Normal    Pulled                           pod/svclb-traefik-d1c951db-k7cq4               Container image "rancher/klipper-lb:v0.4.13" already present on machine
kube-system   4m51s       Normal    Started                          pod/svclb-traefik-d1c951db-k7cq4               Started container lb-tcp-80
kube-system   4m51s       Normal    Created                          pod/svclb-traefik-d1c951db-k7cq4               Created container: lb-tcp-80
kube-system   4m51s       Normal    Pulled                           pod/svclb-traefik-d1c951db-k7cq4               Successfully pulled image "rancher/klipper-lb:v0.4.13" in 2.095s (2.095s including waiting). Image size: 12720139 bytes.
kube-system   4m51s       Normal    UpdatedLoadBalancer              service/traefik                                Updated LoadBalancer with new IPs: [] -> [10.160.0.5]
kube-system   4m44s       Warning   FailedCreatePodSandBox           pod/traefik-6f986b958c-l9666                   Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_traefik-6f986b958c-l9666_kube-system_ce455b9c-a254-474c-837c-131e7a167ec9_0(6a04173159e2e2aa70665a55aa41be004a5287fc11cf78997572b9f3b5cf2f17): error checking pod kube-system_traefik-6f986b958c-l9666 for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00019fb28 sp=0xc00019fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00019fb78 sp=0xc00019fb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00019fcd0 sp=0xc00019fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00019fd60 sp=0xc00019fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00019fe58 sp=0xc00019fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00019ff08 sp=0xc00019fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00019ff80 sp=0xc00019ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00019ffe0 sp=0xc00019ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
kube-system   4m44s       Warning   FailedCreatePodSandBox           pod/svclb-traefik-d1c951db-f9plx               Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_svclb-traefik-d1c951db-f9plx_kube-system_e70b14fa-4b20-421b-b635-0b154ced133b_0(2e498e374d0251adc4d84966316ff162a0b4a98bffc4c637e9c3aec569144e41): error checking pod kube-system_svclb-traefik-d1c951db-f9plx for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc0001bfb28 sp=0xc0001bfa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc0001bfb78 sp=0xc0001bfb28 pc=0x447eb6\nmain.cmdCheck(0xc0000c2770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc0001bfcd0 sp=0xc0001bfb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc0000c9eb8, 0xc0000c2770, {0x59a340, 0xc000092d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc0001bfd60 sp=0xc0001bfcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc0000c9eb8, 0x64a420?, 0xc0000c9ea0?, 0x44cd69?, {0x59a340, 0xc000092d80}, {0xc0000d8030, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc0001bfe58 sp=0xc0001bfd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc0000c9f50?, {0x59a340?, 0xc000092d80?}, {0xc0000d8030?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc0001bff08 sp=0xc0001bfe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc0001bff80 sp=0xc0001bff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc0001bffe0 sp=0xc0001bff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0001bffe8 sp=0xc0001bffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 18 [finalizer wait]:\nruntime.gopark(0xc0000841a0?, 0x0?, 0x70?, 0x47?, 0x4433f1?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034630 sp=0xc000034610 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.runfinq()\n\truntime/mfinal.go:177 +0xb3 fp=0xc0000347e0 sp=0xc000034630 pc=0x418ff3\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n\ngoroutine 19 [runnable]:\nruntime.goexit1()\n\truntime/proc.go:3443 +0x54 fp=0xc00019ffe0 sp=0xc00019ffd8 pc=0x43d834\nruntime.goexit()\n\truntime/asm_amd64.s:1572 +0x6 fp=0xc00019ffe8 sp=0xc00019ffe0 pc=0x460926\ncreated by github.com/containernetworking/plugins/pkg/ns.(*netNS).Do\n\tgithub.com/containernetworking/plugins/pkg/ns/ns_linux.go:215 +0x29a\n"
kube-system   4m35s       Warning   FailedCreatePodSandBox           pod/svclb-traefik-d1c951db-gztr4               Failed to create pod sandbox: rpc error: code = Unknown desc = failed to get network status for pod sandbox k8s_svclb-traefik-d1c951db-gztr4_kube-system_0926963e-1db3-4003-8850-5c20a9e4338f_0(9bea3d9d0bb8dc5efe84a09dfd2c2289c32aead928a7330ad984c7727e843180): error checking pod kube-system_svclb-traefik-d1c951db-gztr4 for CNI network "cbr0": netplugin failed: "panic: runtime error: invalid memory address or nil pointer dereference\n[signal SIGSEGV: segmentation violation code=0x1 addr=0x0 pc=0x52a6b6]\n\ngoroutine 1 [running]:\npanic({0x542be0, 0x649aa0})\n\truntime/panic.go:941 +0x397 fp=0xc00011fb28 sp=0xc00011fa68 pc=0x4339d7\nruntime.panicmem(...)\n\truntime/panic.go:220\nruntime.sigpanic()\n\truntime/signal_unix.go:822 +0x336 fp=0xc00011fb78 sp=0xc00011fb28 pc=0x447eb6\nmain.cmdCheck(0xc000098770)\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:301 +0x2b6 fp=0xc00011fcd0 sp=0xc00011fb78 pc=0x52a6b6\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).checkVersionAndCall(0xc00009feb8, 0xc000098770, {0x59a340, 0xc000076d80}, 0x571cf8)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:166 +0x20a fp=0xc00011fd60 sp=0xc00011fcd0 pc=0x521a0a\ngithub.com/containernetworking/cni/pkg/skel.(*dispatcher).pluginMain(0xc00009feb8, 0x64a420?, 0xc00009fea0?, 0x44cd69?, {0x59a340, 0xc000076d80}, {0xc00001c090, 0x24})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:234 +0x6a5 fp=0xc00011fe58 sp=0xc00011fd60 pc=0x522345\ngithub.com/containernetworking/cni/pkg/skel.PluginMainWithError(...)\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:275\ngithub.com/containernetworking/cni/pkg/skel.PluginMain(0x568883?, 0x10?, 0xc00009ff50?, {0x59a340?, 0xc000076d80?}, {0xc00001c090?, 0x407639?})\n\tgithub.com/containernetworking/cni/pkg/skel/skel.go:290 +0xd1 fp=0xc00011ff08 sp=0xc00011fe58 pc=0x522511\nmain.main()\n\tgithub.com/containernetworking/plugins/plugins/meta/bandwidth/main.go:249 +0x153 fp=0xc00011ff80 sp=0xc00011ff08 pc=0x52a233\nruntime.main()\n\truntime/proc.go:250 +0x212 fp=0xc00011ffe0 sp=0xc00011ff80 pc=0x436592\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc00011ffe8 sp=0xc00011ffe0 pc=0x460921\n\ngoroutine 2 [force gc (idle)]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000034fb0 sp=0xc000034f90 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.forcegchelper()\n\truntime/proc.go:301 +0xad fp=0xc000034fe0 sp=0xc000034fb0 pc=0x4367ed\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000034fe8 sp=0xc000034fe0 pc=0x460921\ncreated by runtime.init.6\n\truntime/proc.go:289 +0x25\n\ngoroutine 3 [GC sweep wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035790 sp=0xc000035770 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgsweep(0x0?)\n\truntime/mgcsweep.go:278 +0x8e fp=0xc0000357c8 sp=0xc000035790 pc=0x42414e\nruntime.gcenable.func1()\n\truntime/mgc.go:177 +0x26 fp=0xc0000357e0 sp=0xc0000357c8 pc=0x419f46\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000357e8 sp=0xc0000357e0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:177 +0x6b\n\ngoroutine 4 [GC scavenge wait]:\nruntime.gopark(0x0?, 0x0?, 0x0?, 0x0?, 0x0?)\n\truntime/proc.go:361 +0xd6 fp=0xc000035f20 sp=0xc000035f00 pc=0x436956\nruntime.goparkunlock(...)\n\truntime/proc.go:367\nruntime.bgscavenge(0x0?)\n\truntime/mgcscavenge.go:272 +0xec fp=0xc000035fc8 sp=0xc000035f20 pc=0x421dec\nruntime.gcenable.func2()\n\truntime/mgc.go:178 +0x26 fp=0xc000035fe0 sp=0xc000035fc8 pc=0x419ee6\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc000035fe8 sp=0xc000035fe0 pc=0x460921\ncreated by runtime.gcenable\n\truntime/mgc.go:178 +0xaa\n\ngoroutine 5 [runnable]:\nruntime.runfinq()\n\truntime/mfinal.go:162 fp=0xc0000347e0 sp=0xc0000347d8 pc=0x418f40\nruntime.goexit()\n\truntime/asm_amd64.s:1571 +0x1 fp=0xc0000347e8 sp=0xc0000347e0 pc=0x460921\ncreated by runtime.createfing\n\truntime/mfinal.go:157 +0x45\n"
default       4m33s       Normal    Starting                         node/worker-2                                  Starting kubelet.
default       4m33s       Normal    CertificateExpirationOK          node/worker-2                                  Node and Certificate Authority certificates managed by k3s are OK
default       4m33s       Normal    NodeHasSufficientPID             node/worker-2                                  Node worker-2 status is now: NodeHasSufficientPID
default       4m33s       Normal    NodeHasNoDiskPressure            node/worker-2                                  Node worker-2 status is now: NodeHasNoDiskPressure
default       4m33s       Normal    NodeAllocatableEnforced          node/worker-2                                  Updated Node Allocatable limit across pods
default       4m33s       Normal    NodeHasSufficientMemory          node/worker-2                                  Node worker-2 status is now: NodeHasSufficientMemory
